id,Nome do Filme,Ano de Lancamento,Decada do Filme,Duracao,Lancamento,Classificao do Filme,Publico Alvo,Diretor,Estrela,Genero,Tematica,Pais de Origem,Produtora,Idioma,Indicado a Premiações de Cinema,Nota
tt0763831,A Thousand Words,2012,2010,1h 31m,Cinema,+12,Família,Brian Robbins,Eddie Murphy,Comédia,Drama,Estados Unidos,DreamWorks,Inglês,0,5.9
tt0938330,Silent Hill: Revelation,2012,2010,1h 35m,Cinema,+16,Jovens,Outros,Kit Harington,Terror de Monstro,Terror Sobrenatural,Canadá,DavisFilms,Inglês,0,4.9
tt1540128,Playing for Keeps,2012,2010,1h 45m,Cinema,+12,Família,Gabriele Muccino,Gerard Butler,Futebol (Soccer),Comédia,Estados Unidos,GBASE,Inglês,0,5.7
tt2094064,Much Ado About Nothing,2012,2010,1h 49m,Cinema,+12,Família,Outros,Outros,Comédia Romântica,Comédia,Estados Unidos,Outros,Inglês,8,7.0
tt1990314,Robot & Frank,2012,2010,1h 29m,Cinema,+12,Família,Outros,Peter Sarsgaard,Comédia de Amigos,Golpe / Assalto,Estados Unidos,Park Pictures,Inglês,6,7.0
tt1728986,Bol Bachchan,2012,2010,2h 35m,Cinema,+10,Família,Outros,Outros,Ação,Comédia,Índia,Outros,Hindi,17,5.6
tt1731697,The Lords of Salem,2012,2010,1h 41m,Cinema,+16,Jovens,Rob Zombie,Meg Foster,Outros,Terror,Canadá,Alliance,Inglês,3,5.2
tt1758610,Unconditional,2012,2010,1h 32m,Cinema,+12,Família,Outros,Michael Ealy,Crime Verdadeiro,Biografia,Estados Unidos,Outros,Inglês,0,7.0
tt2250912,Spider-Man: Homecoming,2017,2010,2h 13m,Cinema,+12,Família,Jon Watts,Tom Holland,Superhero,Aventura Urbana,Estados Unidos,Columbia Pictures,Inglês,10,7.4
tt4425200,John Wick: Chapter 2,2017,2010,2h 2m,Cinema,+16,Jovens,Outros,Keanu Reeves,Gun Fu,Ação de Exército de Um Só,Estados Unidos,Summit Entertainment,Inglês,10,7.4
tt5825380,Wonder Wheel,2017,2010,1h 41m,Cinema,+12,Família,Woody Allen,Justin Timberlake,Drama,Romance,Estados Unidos,Amazon Studios,Inglês,4,6.2
tt4917224,9/11,2017,2010,1h 30m,Cinema,+16,Jovens,Outros,Charlie Sheen,Desastre,Drama,Canadá,Outros,Inglês,0,4.5
tt4180286,Valley of Bones,2017,2010,1h 30m,Cinema,+16,Jovens,Outros,Outros,Crime,Thriller,Estados Unidos,Outros,Inglês,0,4.2
tt5729348,Memoir of a Murderer,2017,2010,1h 58m,Televisao,+18,Adultos,Outros,Outros,Thriller Psicológico,Serial Killer,Coreia do Sul,Outros,Coreano,0,7.2
tt1133985,Green Lantern,2011,2010,1h 54m,Cinema,+12,Família,Martin Campbell,Ryan Reynolds,Superhero,Ação,Estados Unidos,Warner Bros,Inglês,6,5.5
tt1305591,Mars Needs Moms,2011,2010,1h 28m,Cinema,+10,Família,Simon Wells,Seth Green,Computer Animation,Busca,Estados Unidos,Walt Disney Pictures,Inglês,0,5.4
tt1742336,Your Sister's Sister,2011,2010,1h 30m,Cinema,+16,Jovens,Outros,Mark Duplass,Comédia,Drama,Estados Unidos,Outros,Inglês,8,6.7
tt1235170,The Future,2011,2010,1h 31m,Cinema,+16,Jovens,Outros,Outros,Drama,Fantasia,Estados Unidos,Film4,Inglês,7,6.1
tt0085549,Flashdance,1983,1980,1h 35m,Cinema,+16,Jovens,Adrian Lyne,Jennifer Beals,Romance Leve,Drama,Estados Unidos,Paramount Pictures,Inglês,16,6.2
tt0086508,Uncommon Valor,1983,1980,1h 45m,Cinema,+16,Jovens,Ted Kotcheff,Gene Hackman,Comédia Sombria,Ação,Estados Unidos,Paramount Pictures,Inglês,0,6.3
tt0086637,Zelig,1983,1980,1h 19m,Cinema,+10,Família,Woody Allen,Woody Allen,Sátira,Comédia,Estados Unidos,Jack Rollins  Charles H Joffe Productions,Inglês,21,7.6
tt0085933,Merry Christmas Mr. Lawrence,1983,1980,2h 3m,Cinema,+16,Jovens,Outros,David Bowie,Drama,Guerra,Reino Unido,Recorded Picture Company RPC,Inglês,8,7.2
tt0086541,Videodrome,1983,1980,1h 27m,Cinema,+16,Jovens,David Cronenberg,James Woods,Terror Corporal (Body Horror),Thriller Cibernético,Canadá,Filmplan International,Inglês,7,7.2
tt0086429,Testament,1983,1980,1h 30m,Cinema,+10,Família,Outros,Jane Alexander,Ficção Científica Distópica,Drama,Estados Unidos,Paramount Pictures,Inglês,7,6.9
tt0085398,Daniel,1983,1980,2h 10m,Cinema,+16,Jovens,Sidney Lumet,Timothy Hutton,Drama,Mistério,Reino Unido,Paramount Pictures,Inglês,0,6.6
tt0086289,The Seven Magnificent Gladiators,1983,1980,1h 23m,Cinema,+10,Família,Bruno Mattei,Lou Ferrigno,Espada e Feitiçaria,Ação,Itália,Outros,Italian,0,3.7
tt0131359,Dogs of Hell,1983,1980,1h 29m,Cinema,+16,Jovens,Outros,Outros,Terror,Thriller,Estados Unidos,Outros,Inglês,0,4.1
tt0085287,Can She Bake a Cherry Pie?,1983,1980,1h 30m,Cinema,+16,Jovens,Henry Jaglom,Karen Black,Comédia,Romance,Estados Unidos,The Rainbow Film Company,Inglês,0,5.5
tt0086024,Now and Forever,1983,1980,1h 29m,Cinema,+16,Jovens,Outros,Outros,Drama,Romance,Austrália,Outros,Inglês,0,4.8
tt0087078,Conan the Destroyer,1984,1980,1h 43m,Cinema,+10,Família,Richard Fleischer,Arnold Schwarzenegger,Fantasia Sombria,Épico de Fantasia,Estados Unidos,Dino De Laurentiis Company,Inglês,3,5.9
tt0087507,Johnny Dangerously,1984,1980,1h 30m,Cinema,+12,Família,Amy Heckerling,Michael Keaton,Paródia,Comédia,Estados Unidos,Twentieth Century Fox,Inglês,0,6.5
tt0087803,1984,1984,1980,1h 53m,Cinema,+16,Jovens,Michael Radford,John Hurt,Ficção Científica Distópica,Drama,Reino Unido,Virgin,Inglês,4,7.0
tt0087810,No Small Affair,1984,1980,1h 42m,Cinema,+16,Jovens,Outros,Jon Cryer,Comédia,Drama,Estados Unidos,Delphi II Productions,Inglês,0,5.5
tt0087100,Crimes of Passion,1984,1980,1h 47m,Cinema,+16,Jovens,Ken Russell,Kathleen Turner,Comédia Sombria,Outros,Estados Unidos,New World Pictures,Inglês,0,6.4
tt0087830,Oddballs,1984,1980,1h 31m,Cinema,+10,Família,Outros,Outros,Comédia Pastelão,Comédia,Canadá,Outros,Inglês,0,4.2
tt8946378,Knives Out,2019,2010,2h 10m,Cinema,+12,Família,Rian Johnson,Daniel Craig,Outros,Sátira,Estados Unidos,Lionsgate,Inglês,117,7.9
tt6823368,Glass,2019,2010,2h 9m,Cinema,+12,Família,M Night Shyamalan,James McAvoy,Thriller Psicológico,Super-Herói,Estados Unidos,Universal Pictures,Inglês,15,6.6
tt8337320,The Last Vermeer,2019,2010,1h 58m,Cinema,+16,Jovens,Outros,Guy Pearce,Drama,Guerra,Estados Unidos,Imperative Entertainment,Inglês,0,6.7
tt2386668,High on the Hog,2019,2010,1h 25m,Cinema,+16,Jovens,Outros,Sid Haig,Ação,Crime,Estados Unidos,Outros,Inglês,0,3.5
tt0335345,The Passion of the Christ,2004,2000,2h 7m,Cinema,+16,Jovens,Mel Gibson,Jim Caviezel,Épico,Drama de Época,Estados Unidos,Icon Productions,Aramaic,27,7.2
tt0345950,The SpongeBob SquarePants Movie,2004,2000,1h 27m,Cinema,+10,Família,Outros,Jeffrey Tambor,Comédia de Amigos,Animação Desenhada à Mão,Estados Unidos,Paramount Pictures,Inglês,10,7.2
tt0359013,Blade: Trinity,2004,2000,1h 53m,Cinema,+16,Jovens,Outros,Wesley Snipes,Superhero,Terror de Vampiros,Estados Unidos,New Line Cinema,Inglês,0,5.8
tt0372824,The Chorus,2004,2000,1h 37m,Cinema,+12,Família,Outros,Outros,Drama,Música,França,CP Medien AG,Francês,26,7.8
tt0388789,Born Into Brothels: Calcutta's Red Light Kids,2004,2000,1h 25m,Cinema,+16,Jovens,Outros,Outros,Outros,Biografia,Estados Unidos,Outros,Bengali,5,7.2
tt0376890,Silver City,2004,2000,2h 8m,Cinema,+16,Jovens,John Sayles,Chris Cooper,Comédia,Drama,Estados Unidos,Anarchists Convention Films,Inglês,0,6.0
tt0408664,Nobody Knows,2004,2000,2h 21m,Cinema,+12,Família,Hirokazu Koreeda,Outros,Drama,Indefinido,Japão,Bandai Visual Company,Japonês,10,8.0
tt0404552,The Life,2004,2000,1h 27m,Cinema,+16,Jovens,Outros,Daryl Hannah,Drama,Indefinido,Espanha,Outros,Inglês,2,4.2
tt0381966,Creep,2004,2000,1h 25m,Cinema,+16,Jovens,Christopher Smith,Franka Potente,Terror Slasher,Terror,Reino Unido,UK Film Council,Inglês,0,5.6
tt0399102,Godzilla: Final Wars,2004,2000,2h 5m,Cinema,+12,Família,Outros,Outros,Épico de Ação,Outros,Japão,Outros,Japonês,0,6.3
tt0463998,Freedom Writers,2007,2000,2h 3m,Cinema,+12,Família,Richard LaGravenese,Hilary Swank,Crime Verdadeiro,Biografia,Alemanha,Paramount Pictures,Inglês,0,7.6
tt0758758,Into the Wild,2007,2000,2h 28m,Cinema,+16,Jovens,Sean Penn,Emile Hirsch,Amadurecimento,Docudrama,Estados Unidos,Paramount Vantage,Inglês,108,8.1
tt0368794,I'm Not There,2007,2000,2h 15m,Cinema,+16,Jovens,Todd Haynes,Christian Bale,Amadurecimento,Biografia,Reino Unido,Killer Films,Inglês,50,6.8
tt0804505,Married Life,2007,2000,1h 31m,Cinema,+12,Família,Ira Sachs,Chris Cooper,Dark Romance,Drama de Época,Estados Unidos,Sidney Kimmel Entertainment,Inglês,0,6.2
tt0453548,Snow Angels,2007,2000,1h 47m,Cinema,+16,Jovens,David Gordon Green,Kate Beckinsale,Crime,Drama,Estados Unidos,Outros,Inglês,4,6.8
tt0808210,The Cry,2007,2000,1h 23m,Cinema,+16,Jovens,Outros,Outros,Terror Folclórico,Terror,Estados Unidos,Outros,Inglês,0,2.7
tt0489212,The Living Wake,2007,2000,1h 31m,Cinema,+12,Família,Outros,Jesse Eisenberg,Comédia Sombria,Comédia,Estados Unidos,Outros,Inglês,0,6.0
tt0780608,Smiley Face,2007,2000,1h 25m,Cinema,+16,Jovens,Gregg Araki,Anna Faris,Comédia de Maconha (Stoner Comedy),Comédia,Estados Unidos,Anonymous Content,Inglês,0,5.8
tt0080842,Harlequin,1980,1980,1h 35m,Cinema,+10,Família,Simon Wincer,Outros,Drama,Fantasia,Austrália,The Australian Film Commission,Inglês,6,6.1
tt14351082,Cabrini,2024,2020,2h 22m,Cinema,+12,Família,Outros,John Lithgow,Biografia,Drama,Estados Unidos,Outros,Inglês,11,7.3
tt27196021,Small Things Like These,2024,2020,1h 38m,Cinema,+12,Família,Outros,Cillian Murphy,Drama,História,Irlanda,Fs ireann  Screen Ireland,Inglês,4,6.9
tt2965408,Lost on a Mountain in Maine,2024,2020,1h 38m,Cinema,+10,Família,Outros,Outros,Aventura,Drama,Estados Unidos,Outros,Inglês,0,6.7
tt30841606,Rumours,2024,2020,1h 44m,Cinema,+16,Jovens,Outros,Cate Blanchett,Comédia Sombria,Drama Político,Canadá,Buffalo Gal Pictures,Inglês,0,5.1
tt22866050,Dandelion,2024,2020,1h 53m,Cinema,+16,Jovens,Outros,Outros,Drama,Romance,Estados Unidos,Automatik Entertainment,Inglês,0,5.3
tt21284218,Incoming,2024,2020,1h 31m,Cinema,+16,Jovens,Outros,Outros,Comédia Vulgar,Comédia,Estados Unidos,Broken Road Productions,Inglês,0,5.8
tt20201748,Greedy People,2024,2020,1h 52m,Cinema,+16,Jovens,Outros,Joseph GordonLevitt,Comédia,Crime,Estados Unidos,Boies Schiller Entertainment,Inglês,0,6.2
tt0102517,Necessary Roughness,1991,1990,1h 48m,Cinema,+12,Família,Outros,Scott Bakula,Comédia,Esporte,Estados Unidos,Paramount Pictures,Inglês,0,6.2
tt0102070,Hudson Hawk,1991,1990,1h 40m,Cinema,+16,Jovens,Michael Lehmann,Bruce Willis,Comédia Pastelão,Ação,Estados Unidos,TriStar Pictures,Inglês,5,5.7
tt0103262,Wild Hearts Can't Be Broken,1991,1990,1h 28m,Cinema,Livre,Família,Steve Miner,Gabrielle Anwar,Drama,Família,Estados Unidos,Walt Disney Pictures,Inglês,0,7.2
tt0103982,Cold Heaven,1991,1990,1h 45m,Cinema,+16,Jovens,Nicolas Roeg,Theresa Russell,Suspense Mystery,Drama,Estados Unidos,Management Company Entertainment Group MCEG,Inglês,0,5.1
tt0103621,Adventures in Dinosaur City,1991,1990,1h 28m,Cinema,+10,Família,Outros,Outros,Aventura com Dinossauros,Aventura,Estados Unidos,Smart Egg Pictures,Inglês,0,4.8
tt0098213,Roger & Me,1989,1980,1h 31m,Cinema,+16,Jovens,Michael Moore,Michael Moore,Documentário Político,Documentário,Estados Unidos,Dog Eat Dog Films,Inglês,0,7.5
tt0098546,UHF,1989,1980,1h 37m,Cinema,+12,Família,Outros,Outros,Paródia,Comédia Excêntrica,Estados Unidos,Outros,Inglês,0,6.9
tt0097424,Getting It Right,1989,1980,1h 42m,Cinema,+16,Jovens,Randal Kleiser,Helena Bonham Carter,Sátira,Comédia,Reino Unido,Management Company Entertainment Group MCEG,Inglês,0,6.4
tt0098725,Sweetie,1989,1980,1h 37m,Cinema,+16,Jovens,Jane Campion,Outros,Comédia,Drama,Austrália,New South Wales Film Corporation,Inglês,8,6.7
tt1403865,True Grit,2010,2010,1h 50m,Cinema,+12,Família,Ethan Coen,Jeff Bridges,Period Drama,Drama,Estados Unidos,Paramount Pictures,Inglês,179,7.6
tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010,2010,1h 37m,Cinema,+10,Família,Zack Snyder,Jim Sturgess,Animal Adventure,Animação Computadorizada,Estados Unidos,Warner Bros,Inglês,23,6.9
tt1305583,Our Family Wedding,2010,2010,1h 43m,Cinema,+12,Família,Outros,America Ferrera,Comédia,Romance,Estados Unidos,Fox Searchlight Pictures,Inglês,0,5.1
tt1646974,The Names of Love,2010,2010,1h 40m,Cinema,+16,Jovens,Outros,Outros,Comédia,Drama,França,Outros,Francês,4,7.1
tt1512235,Super,2010,2010,1h 36m,Cinema,+16,Jovens,James Gunn,Rainn Wilson,Comédia Sombria,Comédia de Alto Conceito,Estados Unidos,This Is That Productions,Inglês,0,6.7
tt1386932,Ip Man 2,2010,2010,1h 48m,Cinema,+16,Jovens,Outros,Donnie Yen,Kung Fu,Artes Marciais,Hong Kong,Golden Harvest Company,Cantonês,10,7.5
tt1103273,Peep World,2010,2010,1h 19m,Cinema,+16,Jovens,Outros,Michael C Hall,Comédia,Drama,Estados Unidos,Outros,Inglês,0,5.5
tt0164184,The Sum of All Fears,2002,2000,2h 4m,Cinema,+12,Família,Outros,Ben Affleck,Thriller Político,Espionagem,Estados Unidos,Paramount Pictures,Inglês,5,6.5
tt0299977,Hero,2002,2000,1h 47m,Cinema,+12,Família,Yimou Zhang,Jet Li,Artes Marciais,Outros,Hong Kong,Edko Films,Mandarim,49,7.9
tt0298845,In America,2002,2000,1h 45m,Cinema,+12,Família,Jim Sheridan,Paddy Considine,Drama,Indefinido,Irlanda,Hells Kitchen Films,Inglês,69,7.7
tt0281820,The Good Thief,2002,2000,1h 49m,Cinema,+16,Jovens,Neil Jordan,Nick Nolte,Assalto,Ação,Irlanda,Alliance Atlantis Communications,Inglês,0,6.5
tt0276816,Below,2002,2000,1h 45m,Cinema,+16,Jovens,David Twohy,Bruce Greenwood,Ação,Terror,Estados Unidos,Protozoa Pictures,Inglês,0,6.1
tt0284034,Demonlover,2002,2000,2h 9m,Cinema,+16,Jovens,Olivier Assayas,Connie Nielsen,Drama,Mistério,França,Outros,Francês,6,5.9
tt0309600,Food of Love,2002,2000,1h 52m,Cinema,+16,Jovens,Outros,Juliet Stevenson,Drama,Música,Espanha,Outros,Inglês,0,6.1
tt0309725,Yes Nurse! No Nurse!,2002,2000,1h 40m,Televisao,+18,Adultos,Outros,Outros,Comédia,Musical,Netherlands,Outros,Holandês,2,6.8
tt0094138,Three O'Clock High,1987,1980,1h 41m,Cinema,+12,Família,Phil Joanou,Outros,Comédia Sombria,Comédia,Estados Unidos,Amblin Entertainment,Inglês,0,7.1
tt0093176,Hello Mary Lou: Prom Night II,1987,1980,1h 37m,Cinema,+16,Jovens,Outros,Michael Ironside,Terror Slasher,Terror Sobrenatural,Canadá,Simcom Limited,Inglês,0,5.8
tt0094286,Waiting for the Moon,1987,1980,1h 28m,Cinema,+10,Família,Outros,Linda Hunt,Drama,Indefinido,Reino Unido,American Playhouse Theatrical Films,Inglês,2,6.3
tt0093940,September,1987,1980,1h 23m,Cinema,+10,Família,Woody Allen,Denholm Elliott,Drama,Indefinido,Estados Unidos,Jack Rollins  Charles H Joffe Productions,Inglês,0,6.5
tt0093104,Good Morning Babylon,1987,1980,1h 57m,Cinema,+12,Família,Outros,Vincent Spano,Drama,Romance,Itália,Films A2,Inglês,0,6.7
tt0093349,King Lear,1987,1980,1h 30m,Cinema,+10,Família,Outros,Woody Allen,Comédia,Drama,Estados Unidos,The Cannon Group,Francês,0,5.4
tt0093991,Slave Girls from Beyond Infinity,1987,1980,1h 14m,Cinema,+16,Jovens,Outros,Elizabeth Kaitan,Ação,Aventura,Estados Unidos,Beyond Infinity,Inglês,0,4.4
tt0094642,American Gothic,1987,1980,1h 30m,Cinema,+16,Jovens,John Hough,Outros,Terror Slasher,Terror,Reino Unido,Outros,Inglês,0,5.8
tt0092962,Emmanuelle 5,1987,1980,1h 25m,Cinema,+16,Jovens,Outros,Outros,Ação,Drama,França,Outros,Francês,0,3.2
tt0094179,Treasure of the Moon Goddess,1987,1980,1h 30m,Cinema,+16,Jovens,Outros,Linnea Quigley,Ação,Aventura,México,Outros,Inglês,0,4.2
tt0114388,Sense and Sensibility,1995,1990,2h 16m,Cinema,+10,Família,Ang Lee,Emma Thompson,Costume Drama,Drama de Época,Reino Unido,Columbia Pictures,Inglês,50,7.7
tt0114279,Richard III,1995,1990,1h 50m,Cinema,+16,Jovens,Richard Loncraine,Ian McKellen,Drama,Ficção Científica,Reino Unido,British Screen Productions,Inglês,14,7.3
tt0113425,The Innocent Sleep,1995,1990,1h 50m,Cinema,+16,Jovens,Outros,Outros,Crime,Drama,Reino Unido,Outros,Inglês,0,5.3
tt0113711,Lover's Leap,1995,1990,1h 30m,Cinema,+16,Jovens,Outros,Outros,Drama,Romance,Estados Unidos,Outros,Inglês,0,4.1
tt13669038,Women Talking,2022,2020,1h 44m,Cinema,+12,Família,Outros,Rooney Mara,Period Drama,Drama Psicológico,Estados Unidos,Orion Pictures,Inglês,164,6.9
tt12004038,Watcher,2022,2020,1h 36m,Cinema,+16,Jovens,Outros,Maika Monroe,Drama,Terror,United Arab Emirates,Imagenation Abu Dhabi FZ,Inglês,13,6.3
tt13314558,Day Shift,2022,2020,1h 53m,Cinema,+16,Jovens,Outros,Jamie Foxx,Ação de Exército de Um Só,Terror de Vampiros,Estados Unidos,Outros,Inglês,3,6.1
tt14376344,Cha Cha Real Smooth,2022,2020,1h 47m,Cinema,+16,Jovens,Outros,Dakota Johnson,Comédia Excêntrica,Comédia,Estados Unidos,Picturestart,Inglês,14,7.3
tt14995258,No Limit,2022,2020,1h 58m,Televisao,+18,Adultos,Outros,Outros,Drama Psicológico,Drama,França,Outros,Francês,0,5.8
tt16491324,Honor Society,2022,2020,1h 38m,Televisao,+18,Adultos,Outros,Angourie Rice,Comédia Adolescente,Comédia,Estados Unidos,Awesomeness Films,Inglês,0,6.5
tt0099423,Die Hard 2,1990,1990,2h 4m,Cinema,+16,Jovens,Renny Harlin,Bruce Willis,Ação de Exército de Um Só,Ação,Estados Unidos,Twentieth Century Fox,Inglês,0,7.1
tt0099700,Gremlins 2: The New Batch,1990,1990,1h 46m,Cinema,+12,Família,Joe Dante,Zach Galligan,Sátira,Comédia Pastelão,Estados Unidos,Warner Bros,Inglês,0,6.4
tt0099892,Joe Versus the Volcano,1990,1990,1h 42m,Cinema,+10,Família,Outros,Tom Hanks,Comédia,Romance,Estados Unidos,Warner Bros,Inglês,0,5.9
tt0099710,The Guardian,1990,1990,1h 32m,Cinema,+16,Jovens,William Friedkin,Outros,Terror Sobrenatural,Terror de Bruxas,Estados Unidos,Universal Pictures,Inglês,0,5.4
tt0099164,Body Chemistry,1990,1990,1h 24m,Cinema,+16,Jovens,Outros,Marc Singer,Thriller Erótico,Thriller Psicológico,Estados Unidos,ConcordeNew Horizons,Inglês,0,4.4
tt0099797,The Hot Spot,1990,1990,2h 10m,Cinema,+16,Jovens,Dennis Hopper,Don Johnson,Crime,Drama,Estados Unidos,Orion Pictures,Inglês,0,6.4
tt0100595,Undeclared War,1990,1990,1h 47m,Cinema,+16,Jovens,Ringo Lam,Outros,Gun Fu,Ação,Hong Kong,Outros,Cantonês,0,6.2
tt0438097,Ice Age: The Meltdown,2006,2000,1h 31m,Cinema,+10,Família,Carlos Saldanha,Ray Romano,Animal Adventure,Animação Computadorizada,Estados Unidos,Twentieth Century Fox Animation,Inglês,16,6.8
tt0434215,Flicka,2006,2000,1h 35m,Cinema,+10,Família,Outros,Maria Bello,Animal Adventure,Aventura,Reino Unido,Fox 2000 Pictures,Inglês,0,6.0
tt0462395,Larry the Cable Guy: Health Inspector,2006,2000,1h 29m,Cinema,+12,Família,Outros,Outros,Comédia,Romance,Estados Unidos,Outros,Inglês,0,3.5
tt0384814,Ask the Dust,2006,2000,1h 57m,Cinema,+16,Jovens,Outros,Colin Farrell,Drama,Romance,Alemanha,Paramount Pictures,Inglês,0,5.7
tt0121164,Corpse Bride,2005,2000,1h 17m,Cinema,+10,Família,Tim Burton,Johnny Depp,Fantasia Sombria,Animação Stop Motion,Estados Unidos,Warner Bros,Inglês,31,7.4
tt0443536,Hoodwinked!,2005,2000,1h 20m,Cinema,+10,Família,Outros,Anne Hathaway,Computer Animation,Paródia,Estados Unidos,The Weinstein Company,Inglês,0,6.5
tt0388482,Transporter 2,2005,2000,1h 27m,Cinema,+16,Jovens,Louis Leterrier,Jason Statham,Ação de Carros,Ação,França,EuropaCorp,Inglês,0,6.3
tt0382992,Stealth,2005,2000,2h 1m,Cinema,+12,Família,Rob Cohen,Josh Lucas,Inteligência Artificial,Ação,Estados Unidos,Columbia Pictures,Inglês,0,5.1
tt0362165,Son of the Mask,2005,2000,1h 34m,Cinema,+10,Família,Outros,Jamie Kennedy,Comédia Pastelão,Comédia,Estados Unidos,New Line Cinema,Inglês,12,2.3
tt0404030,Everything Is Illuminated,2005,2000,1h 46m,Cinema,+12,Família,Outros,Elijah Wood,Comédia Excêntrica,Comédia,Estados Unidos,Warner Independent Pictures WIP,Inglês,6,7.4
tt0411195,Breakfast on Pluto,2005,2000,2h 8m,Cinema,+16,Jovens,Neil Jordan,Cillian Murphy,Comédia,Drama,Irlanda,Path Pictures International,Inglês,17,7.2
tt0417658,Factotum,2005,2000,1h 34m,Cinema,+16,Jovens,Outros,Matt Dillon,Comédia,Drama,Noruega,Canal,Inglês,4,6.6
tt0421994,Imagine Me & You,2005,2000,1h 30m,Cinema,+16,Jovens,Outros,Piper Perabo,Comédia Romântica,Comédia,Reino Unido,BBC Film,Inglês,0,6.8
tt0401244,The Baxter,2005,2000,1h 31m,Cinema,+12,Família,Michael Showalter,Elizabeth Banks,Paródia,Sátira,Estados Unidos,IFC Films,Inglês,0,6.4
tt0401385,Say Uncle,2005,2000,1h 31m,Cinema,+16,Jovens,Outros,Outros,Comédia,Drama,Estados Unidos,Outros,Inglês,0,5.7
tt2707858,Yves Saint Laurent,2014,2010,1h 46m,Cinema,+16,Jovens,Outros,Outros,Costume Drama,Biografia,França,Outros,Francês,9,6.2
tt2910814,The Signal,2014,2010,1h 37m,Cinema,+12,Família,Outros,Olivia Cooke,Thriller Cibernético,Drama,Estados Unidos,Automatik Entertainment,Inglês,3,6.0
tt1247690,Serena,2014,2010,1h 49m,Cinema,+16,Jovens,Susanne Bier,Bradley Cooper,Drama,História,França,2929 Productions,Inglês,0,5.4
tt0137494,Entrapment,1999,1990,1h 53m,Cinema,+12,Família,Jon Amiel,Sean Connery,Golpe / Assalto,Ação,Reino Unido,Twentieth Century Fox,Inglês,6,6.3
tt0181316,Blue Streak,1999,1990,1h 33m,Cinema,+12,Família,Les Mayfield,Martin Lawrence,Golpe / Assalto,Comédia Pastelão,Alemanha,Columbia Pictures,Inglês,0,6.4
tt0151137,The Messenger: The Story of Joan of Arc,1999,1990,2h 28m,Cinema,+16,Jovens,Luc Besson,Milla Jovovich,Period Drama,Outros,Czech Republic,Gaumont,Inglês,13,6.4
tt0190255,The Basket,1999,1990,1h 45m,Cinema,+10,Família,Outros,Peter Coyote,Drama,Indefinido,Estados Unidos,Outros,Inglês,0,6.5
tt0192194,Julien Donkey-Boy,1999,1990,1h 34m,Cinema,+16,Jovens,Outros,Chlo Sevigny,Comédia,Drama,Estados Unidos,Forensic Films,Inglês,5,6.7
tt0119053,Almost Heroes,1998,1990,1h 30m,Cinema,+12,Família,Christopher Guest,Matthew Perry,Aventura,Comédia,Estados Unidos,Turner Pictures I,Inglês,0,5.8
tt0118863,Clay Pigeons,1998,1990,1h 44m,Cinema,+16,Jovens,David Dobkin,Joaquin Phoenix,Comédia,Crime,Alemanha,IMF Internationale Medien und Film GmbH  Co Produktions KG,Inglês,0,6.6
tt0176422,Alice and Martin,1998,1990,2h 4m,Cinema,+16,Jovens,Outros,Juliette Binoche,Drama,Romance,França,Les Films Alain Sarde,Francês,0,6.2
tt0123221,Just the Ticket,1998,1990,1h 55m,Cinema,+16,Jovens,Outros,Andy Garcia,Comédia,Drama,França,Canal,Inglês,0,5.6
tt0120882,The Visitors II: The Corridors of Time,1998,1990,1h 58m,Cinema,Livre,Família,Outros,Christian Clavier,Comédia,Fantasia,França,Gaumont,Francês,0,6.1
tt0157183,West Beirut,1998,1990,1h 45m,Cinema,+12,Família,Outros,Outros,Comédia,Drama,França,Centre national du cinma et de limage anime CNC,Arabic,2,7.6
tt0091541,The Money Pit,1986,1980,1h 31m,Cinema,+10,Família,Richard Benjamin,Tom Hanks,Comédia Pastelão,Comédia,Estados Unidos,Amblin Entertainment,Inglês,0,6.4
tt0092105,Tough Guys,1986,1980,1h 44m,Cinema,+10,Família,Jeff Kanew,Kirk Douglas,Comédia,Crime,Estados Unidos,Touchstone Pictures,Inglês,0,6.2
tt0097050,The Adventures of Milo and Otis,1986,1980,1h 16m,Cinema,Livre,Família,Outros,Dudley Moore,Animal Adventure,Sobrevivência,Japão,Fuji Television Network Fuji TV,Inglês,2,6.9
tt0090735,Black Moon Rising,1986,1980,1h 40m,Cinema,+16,Jovens,Outros,Tommy Lee Jones,Ação,Crime,Estados Unidos,New World Pictures,Inglês,0,5.5
tt0092225,Wisdom,1986,1980,1h 49m,Cinema,+16,Jovens,Emilio Estevez,Emilio Estevez,Crime,Drama,Estados Unidos,Gladden Entertainment,Inglês,0,5.7
tt0091757,Pirates,1986,1980,2h 1m,Cinema,+12,Família,Roman Polanski,Walter Matthau,Sátira,Capa e Espada,França,Outros,Inglês,3,6.0
tt0090568,8 Million Ways to Die,1986,1980,1h 55m,Cinema,+16,Jovens,Hal Ashby,Jeff Bridges,Ação,Crime,Estados Unidos,Producers Sales Organization PSO,Inglês,0,5.7
tt0091642,Nobody's Fool,1986,1980,1h 47m,Cinema,+12,Família,Outros,Rosanna Arquette,Comédia,Drama,Estados Unidos,Island Pictures,Inglês,0,5.4
tt0092934,Duet for One,1986,1980,1h 47m,Cinema,+16,Jovens,Andrei Konchalovsky,Julie Andrews,Drama,Música,Estados Unidos,GolanGlobus Productions,Inglês,0,6.7
