id,Nome do Filme,Ano de Lancamento,Decada do Filme,Duracao,Lancamento,Classificao do Filme,Publico Alvo,Diretor,Estrela,Genero,Tematica,Pais de Origem,Produtora,Idioma,Indicado a Premiações de Cinema,Nota
tt0082799,Movie Madness,1982,1980,1h 29m,Cinema,+16,Jovens,Henry Jaglom,Peter Riegert,Paródia,Comédia,Estados Unidos,National Lampoon,Inglês,0,3.2
tt0084052,Harry Tracy: The Last of the Wild Bunch,1982,1980,1h 47m,Cinema,+10,Família,Outros,Bruce Dern,Drama,Faroeste,Canadá,Canadian Film Development Corporation CFDC,Inglês,0,6.1
tt12801356,MLK/FBI,2020,2020,1h 44m,Televisao,+10,Família,Outros,Outros,Outros,Biografia,Estados Unidos,Outros,Inglês,17,7.0
tt7556122,The Old Guard,2020,2020,2h 5m,Cinema,+16,Jovens,Gina PrinceBythewood,Charlize Theron,Aventura Global,Super-Herói,Estados Unidos,Netflix,Inglês,24,6.7
tt8633478,Run,2020,2020,1h 30m,Cinema,+12,Família,Outros,Outros,Thriller Psicológico,Suspense / Mistério,Estados Unidos,Lionsgate,Inglês,5,6.7
tt8560172,The Very Excellent Mr. Dundee,2020,2020,1h 28m,Cinema,+12,Família,Outros,Paul Hogan,Comédia,Indefinido,Austrália,Outros,Inglês,0,5.0
tt10620868,#Alive,2020,2020,1h 38m,Televisao,+18,Adultos,Outros,Outros,Terror Zumbi,Ação,Coreia do Sul,Outros,Coreano,0,6.3
tt10888708,The Sleepover,2020,2020,1h 40m,Televisao,+10,Família,Outros,Outros,Ação,Aventura,Estados Unidos,LD Entertainment,Inglês,0,5.7
tt11958344,A Whisker Away,2020,2020,1h 44m,Televisao,+10,Família,Outros,Outros,Anime,Aventura,Japão,Outros,Japonês,2,6.7
tt9824114,Original Gangster,2020,2020,1h 50m,Televisao,+18,Adultos,Outros,Steve Guttenberg,Crime,Indefinido,Reino Unido,Outros,Inglês,0,5.0
tt10978398,Sky High,2020,2020,2h 1m,Televisao,+18,Adultos,Outros,Outros,Thriller,Indefinido,Espanha,Instituto de la Cinematografa y de las Artes Audiovisuales ICAA,Espanhol,0,5.6
tt1611224,Abraham Lincoln: Vampire Hunter,2012,2010,1h 45m,Cinema,+16,Jovens,Timur Bekmambetov,Rufus Sewell,Fantasia Sombria,Terror de Vampiros,Estados Unidos,Tim Burton Productions,Inglês,0,5.9
tt1649419,The Impossible,2012,2010,1h 54m,Cinema,+12,Família,JA Bayona,Naomi Watts,Desastre,Tragédia,Espanha,Summit Entertainment,Inglês,71,7.5
tt1568338,Man on a Ledge,2012,2010,1h 42m,Cinema,+12,Família,Outros,Sam Worthington,Comédia Sombria,Ação,Estados Unidos,Summit Entertainment,Inglês,0,6.6
tt0860907,Evangelion: 3.0 You Can (Not) Redo,2012,2010,1h 36m,Televisao,+14,Jovens,Kazuya Tsurumaki,Megumi Ogata,Animação Adulta,Anime,Japão,Outros,Inglês,0,6.9
tt2527336,Star Wars: Episode VIII - The Last Jedi,2017,2010,2h 32m,Cinema,+12,Família,Rian Johnson,Daisy Ridley,Épico de Ação,Épico de Aventura,Estados Unidos,Lucasfilm,Inglês,103,6.9
tt4649466,Kingsman: The Golden Circle,2017,2010,2h 21m,Cinema,+16,Jovens,Matthew Vaughn,Taron Egerton,Crime de Drogas,Sátira,Reino Unido,Twentieth Century Fox,Inglês,14,6.7
tt2091256,Captain Underpants: The First Epic Movie,2017,2010,1h 29m,Cinema,+10,Família,Outros,Kevin Hart,Comédia de Amigos,Animação Computadorizada,Estados Unidos,DreamWorks Animation,Inglês,15,6.2
tt5308322,Happy Death Day,2017,2010,1h 36m,Cinema,+12,Família,Christopher Landon,Jessica Rothe,Comédia Sombria,Terror Slasher,Estados Unidos,Universal Pictures,Inglês,0,6.6
tt4287320,The Circle,2017,2010,1h 50m,Cinema,+12,Família,James Ponsoldt,Emma Watson,Thriller de Conspiração,Thriller Cibernético,United Arab Emirates,EuropaCorp,Inglês,0,5.4
tt6574272,Phoenix Forgotten,2017,2010,1h 27m,Cinema,+12,Família,Outros,Outros,Terror Found Footage,Terror,Estados Unidos,Scott Free Productions,Inglês,0,5.4
tt6217608,The Rider,2017,2010,1h 44m,Cinema,+16,Jovens,Outros,Outros,Drama,Faroeste,Estados Unidos,Outros,Inglês,59,7.4
tt6595896,Pokémon the Movie: I Choose You!,2017,2010,1h 38m,Cinema,+10,Família,Kunihiko Yuyama,Outros,Anime,Ação,Japão,Outros,Japonês,0,6.3
tt7207238,Jane,2017,2010,1h 30m,Cinema,+10,Família,Outros,Outros,Outros,Biografia,Estados Unidos,Outros,Inglês,36,7.8
tt3685624,3 Idiots,2017,2010,1h 46m,Cinema,+12,Família,Outros,Martha Higareda,Comédia,Indefinido,México,Outros,Espanhol,0,4.4
tt7215388,The China Hustle,2017,2010,1h 22m,Cinema,+16,Jovens,Outros,Outros,Documentário,Indefinido,Estados Unidos,2929 Productions,Inglês,0,7.1
tt1298650,Pirates of the Caribbean: On Stranger Tides,2011,2010,2h 16m,Cinema,+12,Família,Rob Marshall,Johnny Depp,Outros,Busca,Estados Unidos,Walt Disney Pictures,Inglês,31,6.6
tt0458339,Captain America: The First Avenger,2011,2010,2h 4m,Cinema,+12,Família,Joe Johnston,Chris Evans,Épico de Ficção Científica,Super-Herói,Estados Unidos,Paramount Pictures,Inglês,50,6.9
tt0376136,The Rum Diary,2011,2010,1h 59m,Cinema,+16,Jovens,Outros,Johnny Depp,Comédia,Drama,Reino Unido,GK Films,Inglês,4,6.1
tt1675192,Take Shelter,2011,2010,2h,Cinema,+16,Jovens,Jeff Nichols,Michael Shannon,Drama Psicológico,Thriller Psicológico,Estados Unidos,Outros,Inglês,46,7.3
tt1640548,Rampart,2011,2010,1h 48m,Cinema,+16,Jovens,Outros,Woody Harrelson,Crime,Drama,Estados Unidos,Waypoint Entertainment,Inglês,6,5.8
tt1233334,Pariah,2011,2010,1h 26m,Cinema,+16,Jovens,Outros,Outros,Amadurecimento,Drama Adolescente,Estados Unidos,Outros,Inglês,30,7.2
tt1692928,The Last Lions,2011,2010,1h 28m,Cinema,+10,Família,Outros,Jeremy Irons,Documentário de Natureza,Documentário,Estados Unidos,National Geographic Films,Inglês,0,8.2
tt1860355,Undefeated,2011,2010,1h 53m,Cinema,+12,Família,Outros,Outros,Futebol,Documentário Esportivo,Estados Unidos,Outros,Inglês,8,7.7
tt1686018,Creature,2011,2010,1h 33m,Cinema,+16,Jovens,Outros,Outros,Terror,Indefinido,Estados Unidos,The Bubble Factory,Inglês,0,3.6
tt1670389,CornerStore,2011,2010,1h 34m,Cinema,+12,Família,Outros,Outros,Comédia,Indefinido,Estados Unidos,Outros,Inglês,0,7.2
tt0086896,Angel,1983,1980,1h 34m,Cinema,+16,Jovens,Outros,Susan Tyrrell,Ação,Crime,Estados Unidos,Planet Productions,Inglês,0,5.8
tt0085575,Gabriela,1983,1980,1h 39m,Cinema,+16,Jovens,Bruno Barreto,Sonia Braga,Comédia,Drama,Brasil,United Artists,Português,0,6.2
tt0085515,Eyes of Fire,1983,1980,1h 26m,Cinema,+16,Jovens,Outros,Outros,Terror Folclórico,Drama,Estados Unidos,Outros,Inglês,0,6.2
tt0085568,Spring Symphony,1983,1980,1h 43m,Cinema,+12,Família,Outros,Nastassja Kinski,Biografia,Música,West Germany,Outros,Alemão,0,6.1
tt0087032,Cannonball Run II,1984,1980,1h 48m,Cinema,+10,Família,Hal Needham,Burt Reynolds,Ação de Carros,Viagem de Carro / Estrada,Hong Kong,Golden Harvest Company,Inglês,8,5.1
tt0088323,The NeverEnding Story,1984,1980,1h 42m,Cinema,+10,Família,Wolfgang Petersen,Outros,Épico de Aventura,Épico de Fantasia,West Germany,Constantin Film,Inglês,9,7.3
tt0086999,Breakin' 2: Electric Boogaloo,1984,1980,1h 34m,Cinema,+10,Família,Sam Firstenberg,Outros,Musical Pop,Comédia,Estados Unidos,TriStar Pictures,Inglês,0,5.2
tt0086969,Birdy,1984,1980,2h,Cinema,+16,Jovens,Alan Parker,Matthew Modine,Drama,Guerra,Estados Unidos,AM Films,Inglês,0,7.2
tt0086070,Petit Con,1984,1980,1h 30m,Cinema,+16,Jovens,Outros,Outros,Comédia,Indefinido,França,Gaumont International,Francês,0,6.0
tt0087373,The Dog Who Stopped the War,1984,1980,1h 31m,Cinema,Livre,Família,Outros,Outros,Comédia,Drama,Canadá,Les Productions La Fte Inc,Francês,5,7.5
tt0087481,Double Trouble,1984,1980,1h 39m,Televisao,+10,Família,Outros,Terence Hill,Comédia de Amigos,Ação,Itália,El Pico SA,Italian,0,7.1
tt0084750,Sword of the Valiant,1984,1980,1h 42m,Cinema,+10,Família,Outros,Outros,Capa e Espada,Espada e Feitiçaria,Reino Unido,GolanGlobus Productions,Inglês,0,4.4
tt6105774,The Reliant,2019,2010,2h 20m,Cinema,+12,Família,Outros,Kevin Sorbo,Ação,Indefinido,Estados Unidos,Outros,Inglês,2,3.3
tt1833116,The Informer,2019,2010,1h 53m,Cinema,+16,Jovens,Outros,Joel Kinnaman,Drama Processual Policial,Outros,Reino Unido,The Fyzz,Inglês,0,6.6
tt10579992,Mister America,2019,2010,1h 29m,Cinema,+16,Jovens,Outros,Outros,Comédia,Indefinido,Estados Unidos,Magnolia Pictures,Inglês,0,6.4
tt0378194,Kill Bill: Vol. 2,2004,2000,2h 17m,Cinema,+16,Jovens,Quentin Tarantino,Uma Thurman,Kung Fu,Artes Marciais,Estados Unidos,Miramax,Inglês,84,8.0
tt0373074,Kung Fu Hustle,2004,2000,1h 39m,Cinema,+16,Jovens,Stephen Chow,Stephen Chow,Kung Fu,Artes Marciais,Hong Kong,Columbia Pictures Film Production Asia,Mandarim,48,7.7
tt0326856,Envy,2004,2000,1h 39m,Cinema,+12,Família,Barry Levinson,Ben Stiller,Comédia de Amigos,Comédia Sombria,Estados Unidos,Dreamworks Pictures,Inglês,0,4.8
tt0374277,Touch of Pink,2004,2000,1h 31m,Cinema,+16,Jovens,Outros,Outros,Comédia,Drama,Reino Unido,Outros,Inglês,0,6.4
tt0762107,I Now Pronounce You Chuck & Larry,2007,2000,1h 55m,Cinema,+12,Família,Dennis Dugan,Adam Sandler,Comédia,Romance,Estados Unidos,Universal Pictures,Inglês,0,5.9
tt0490084,Because I Said So,2007,2000,1h 42m,Cinema,+12,Família,Michael Lehmann,Diane Keaton,Comédia Romântica,Comédia,Estados Unidos,Universal Pictures,Inglês,0,5.6
tt0463854,28 Weeks Later,2007,2000,1h 40m,Cinema,+16,Jovens,Outros,Jeremy Renner,Terror Zumbi,Terror,Reino Unido,Fox Atomic,Inglês,16,6.9
tt0462244,Daddy Day Camp,2007,2000,1h 33m,Cinema,+10,Família,Outros,Cuba Gooding Jr,Comédia Pastelão,Comédia,Estados Unidos,TriStar Pictures,Inglês,5,3.2
tt0483756,Nobel Son,2007,2000,1h 50m,Cinema,+16,Jovens,Randall Miller,Alan Rickman,Golpe / Assalto,Comédia Sombria,Estados Unidos,Unclaimed Freight Productions,Inglês,0,6.1
tt0765460,Cover,2007,2000,1h 38m,Cinema,+12,Família,Bill Duke,Aunjanue EllisTaylor,Crime,Drama,Estados Unidos,Outros,Inglês,0,5.3
tt0804507,Mother of Tears,2007,2000,1h 42m,Cinema,+16,Jovens,Dario Argento,Asia Argento,Terror Sobrenatural,Terror de Bruxas,Itália,Medusa Film,Italian,0,5.0
tt0080472,Bronco Billy,1980,1980,1h 56m,Cinema,+10,Família,Clint Eastwood,Clint Eastwood,Faroeste Contemporâneo,Ação,Estados Unidos,Warner Bros,Inglês,0,6.2
tt0080808,The Gong Show Movie,1980,1980,1h 29m,Cinema,+16,Jovens,Outros,Outros,Comédia Sombria,Comédia,Estados Unidos,Universal Pictures,Inglês,0,4.4
tt0081232,Nightkill,1980,1980,1h 37m,Cinema,+16,Jovens,Outros,Robert Mitchum,Crime,Terror,Estados Unidos,AVCO Embassy Pictures,Inglês,0,5.5
tt16426418,Challengers,2024,2020,2h 11m,Cinema,+16,Jovens,Luca Guadagnino,Zendaya,Drama Psicológico,Romance Quente / Sensual,Itália,Frenesy Film Company,Inglês,104,7.1
tt11240348,The Exorcism,2024,2020,1h 35m,Cinema,+16,Jovens,Outros,Russell Crowe,Terror Psicológico,Terror Sobrenatural,Estados Unidos,Miramax,Inglês,0,4.2
tt28277817,Bird,2024,2020,1h 59m,Cinema,+16,Jovens,Outros,Outros,Amadurecimento,Drama,Reino Unido,BBC Film,Inglês,19,7.1
tt31193791,The Last Showgirl,2024,2020,1h 29m,Cinema,+16,Jovens,Outros,Pamela Anderson,Drama,Indefinido,Estados Unidos,Outros,Inglês,16,6.1
tt8510380,Pastor's Kid,2024,2020,1h 30m,Cinema,+16,Jovens,Outros,Outros,Biografia,Drama,Estados Unidos,Outros,Inglês,0,6.5
tt26940324,Jackpot!,2024,2020,1h 46m,Cinema,+16,Jovens,Paul Feig,John Cena,Comédia de Amigos,Comédia Sombria,Estados Unidos,Amazon Studios,Inglês,0,5.8
tt26745321,Armand,2024,2020,1h 57m,Cinema,+16,Jovens,Outros,Outros,Drama Psicológico,Drama,Noruega,Outros,Norueguês,5,6.4
tt26861992,Mea Culpa,2024,2020,2h,Cinema,+16,Jovens,Tyler Perry,Outros,Thriller Erótico,Crime,Estados Unidos,Tyler Perry Studios,Inglês,0,4.2
tt27578157,Colors of Evil: Red,2024,2020,1h 51m,Televisao,+18,Adultos,Outros,Outros,Crime,Drama,Polônia,Outros,Polonês,0,6.4
tt0102789,Ricochet,1991,1990,1h 42m,Cinema,+16,Jovens,Russell Mulcahy,Denzel Washington,Drama Policial,Ação,Estados Unidos,Home Box Office HBO,Inglês,0,6.2
tt0101545,Career Opportunities,1991,1990,1h 23m,Cinema,+12,Família,Outros,Frank Whaley,Romance Leve,Comédia Romântica,Estados Unidos,Hughes Entertainment,Inglês,0,5.8
tt0101726,Dice Rules,1991,1990,1h 28m,Cinema,+18,Adultos,Outros,Eddie Griffin,Stand-Up Comedy,Comédia,Estados Unidos,Outros,Inglês,0,5.3
tt0101658,Danzón,1991,1990,2h,Cinema,+12,Família,Outros,Outros,Drama,Indefinido,México,Instituto Mexicano de Cinematografa IMCINE,Espanhol,6,6.8
tt0104362,Grand Tour: Disaster in Time,1991,1990,1h 39m,Cinema,+12,Família,David Twohy,Jeff Daniels,Comédia Sombria,Mistério,Estados Unidos,Outros,Inglês,4,6.4
tt0097815,Major League,1989,1980,1h 47m,Cinema,+16,Jovens,David S Ward,Tom Berenger,Beisebol,Comédia,Estados Unidos,Paramount Pictures,Inglês,0,7.2
tt0098724,"Sex, Lies, and Videotape",1989,1980,1h 40m,Cinema,+16,Jovens,Steven Soderbergh,James Spader,Comédia Sombria,Drama,Estados Unidos,Outlaw Productions I,Inglês,25,7.2
tt0097100,Communion,1989,1980,1h 47m,Cinema,+16,Jovens,Philippe Mora,Christopher Walken,Biografia,Drama,Estados Unidos,Morgan Creek Entertainment,Inglês,0,5.5
tt0097971,Night Game,1989,1980,1h 35m,Cinema,+16,Jovens,Peter Masterson,Roy Scheider,Crime,Drama,Estados Unidos,Epic Productions,Inglês,0,5.0
tt0096820,Animal Behavior,1989,1980,1h 25m,Cinema,+10,Família,Outros,Karen Allen,Comédia,Romance,Estados Unidos,Outros,Inglês,0,3.9
tt0097332,Far from Home,1989,1980,1h 26m,Cinema,+16,Jovens,Outros,Matt Frewer,Crime,Drama,Estados Unidos,Lightning Pictures,Inglês,0,5.5
tt0100645,Snake Eater,1989,1980,1h 34m,Cinema,+16,Jovens,Outros,Lorenzo Lamas,Ação,Indefinido,Canadá,Cinpix,Inglês,0,4.5
tt0097302,Eversmile New Jersey,1989,1980,1h 31m,Cinema,+10,Família,Outros,Daniel DayLewis,Comédia,Drama,Argentina,Outros,Inglês,0,5.4
tt1055292,Life as We Know It,2010,2010,1h 54m,Cinema,+12,Família,Outros,Katherine Heigl,Comédia Romântica,Comédia,Estados Unidos,Gold Circle Films,Inglês,0,6.5
tt1320244,The Last Exorcism,2010,2010,1h 27m,Cinema,+12,Família,Outros,Outros,Terror Found Footage,Terror Sobrenatural,França,Strike Entertainment,Inglês,10,5.7
tt1588337,Of Gods and Men,2010,2010,2h 2m,Cinema,+12,Família,Outros,Lambert Wilson,Drama,História,França,Why Not Productions,Francês,31,7.2
tt1041804,The Nutcracker: The Untold Story,2010,2010,1h 50m,Cinema,+10,Família,Andrei Konchalovsky,Outros,Ação,Família,Reino Unido,Outros,Inglês,0,4.1
tt1356763,Exporting Raymond,2010,2010,1h 26m,Cinema,+10,Família,Outros,Peter Boyle,Comédia,Documentário,Estados Unidos,Outros,Russo,0,6.8
tt0251160,John Q,2002,2000,1h 56m,Cinema,+12,Família,Nick Cassavetes,Denzel Washington,Drama Médico,Crime,Estados Unidos,New Line Cinema,Inglês,8,7.1
tt0284490,Showtime,2002,2000,1h 35m,Cinema,+12,Família,Outros,Robert De Niro,Policiais Parceiros (Buddy Cop),Ação,Estados Unidos,Warner Bros,Inglês,6,5.5
tt0289848,Analyze That,2002,2000,1h 36m,Cinema,+16,Jovens,Harold Ramis,Robert De Niro,Comédia de Amigos,Comédia,Estados Unidos,Warner Bros,Inglês,0,5.9
tt0286516,Respiro,2002,2000,1h 30m,Cinema,+12,Família,Outros,Valeria Golino,Drama,Indefinido,Itália,Fandango,Italian,11,7.0
tt0264689,Home Room,2002,2000,2h 13m,Cinema,+16,Jovens,Outros,Erika Christensen,Crime,Drama,Estados Unidos,Outros,Inglês,0,7.1
tt0093640,No Way Out,1987,1980,1h 54m,Cinema,+16,Jovens,Roger Donaldson,Kevin Costner,Thriller Político,Espionagem,Estados Unidos,Orion Pictures,Inglês,0,7.1
tt0093714,Penitentiary III,1987,1980,1h 31m,Cinema,+16,Jovens,Outros,Leon Isaac Kennedy,Ação,Crime,Estados Unidos,Cannon Films,Inglês,0,4.4
tt0097007,The Caller,1987,1980,1h 37m,Cinema,+16,Jovens,Outros,Malcolm McDowell,Suspense Mystery,Mistério,Estados Unidos,Altar Productions,Inglês,0,6.1
tt0090748,Blindside,1987,1980,1h 38m,Cinema,+16,Jovens,Paul Lynch,Harvey Keitel,Thriller,Indefinido,Canadá,Simcom Limited,Inglês,0,4.7
tt0113097,Forget Paris,1995,1990,1h 41m,Cinema,+12,Família,Outros,Billy Crystal,Comédia Romântica,Comédia,Estados Unidos,Castle Rock Entertainment,Inglês,0,6.5
tt0113321,Home for the Holidays,1995,1990,1h 43m,Cinema,+12,Família,Outros,Holly Hunter,Comédia,Drama,Estados Unidos,Paramount Pictures,Inglês,0,6.6
tt0114057,Othello,1995,1990,2h 3m,Cinema,+16,Jovens,Outros,Laurence Fishburne,Tragédia,Drama,Reino Unido,Castle Rock Entertainment,Inglês,0,6.8
tt0113044,Feast of July,1995,1990,1h 56m,Cinema,+16,Jovens,Outros,Embeth Davidtz,Crime,Drama,Reino Unido,Touchstone Pictures,Inglês,0,6.2
tt0113080,Flirt,1995,1990,1h 25m,Cinema,+16,Jovens,Hal Hartley,Robert John Burke,Drama,Romance,Estados Unidos,Outros,Inglês,0,6.3
tt0114534,The Stars Fell on Henrietta,1995,1990,1h 49m,Cinema,+10,Família,James Keach,Robert Duvall,Drama,Indefinido,Estados Unidos,Butchers Run Films,Inglês,0,6.4
tt0116332,For Better or Worse,1995,1990,1h 45m,Cinema,+12,Família,Outros,Jason Alexander,Ação,Comédia,Estados Unidos,Castle Rock Entertainment,Inglês,0,4.8
tt0112483,Best of the Best 3: No Turning Back,1995,1990,1h 30m,Cinema,+16,Jovens,Outros,Christopher McDonald,Artes Marciais,Ação,Estados Unidos,The Movie Group,Inglês,0,4.9
tt1630029,Avatar: The Way of Water,2022,2020,3h 12m,Cinema,+12,Família,James Cameron,Sam Worthington,Épico de Ação,Épico de Aventura,Estados Unidos,20th Century Studios,Inglês,152,7.5
tt8115900,The Bad Guys,2022,2020,1h 40m,Cinema,+10,Família,Outros,Sam Rockwell,Animal Adventure,Animação Computadorizada,Estados Unidos,DreamWorks Animation,Inglês,30,6.8
tt11818818,God's Country,2022,2020,1h 42m,Cinema,+16,Jovens,Outros,Thandiwe Newton,Thriller Psicológico,Thriller,Estados Unidos,Cold Iron Pictures,Inglês,4,5.6
tt10245106,Dreamin' Wild,2022,2020,1h 51m,Cinema,+10,Família,Outros,Zooey Deschanel,Biografia,Drama,Estados Unidos,River Road Entertainment,Inglês,0,6.4
tt17640752,The Return of Tanya Tucker: Featuring Brandi Carlile,2022,2020,1h 48m,Cinema,+16,Jovens,Outros,James Garner,Documentário,Indefinido,Estados Unidos,Impact Partners,Inglês,5,7.3
tt13483866,Linoleum,2022,2020,1h 41m,Televisao,+10,Família,Outros,Jim Gaffigan,Ficção Científica Espacial,Drama,Estados Unidos,Outros,Inglês,6,6.5
tt3513500,Chip 'n Dale: Rescue Rangers,2022,2020,1h 37m,Cinema,+10,Família,Outros,Andy Samberg,Comédia de Amigos,Animação Computadorizada,Estados Unidos,Mandeville Films,Inglês,6,6.9
tt10192406,Causeway,2022,2020,1h 34m,Cinema,+16,Jovens,Outros,Jennifer Lawrence,Drama Psicológico,Drama,Estados Unidos,A24,Inglês,41,6.6
tt3706352,All the Old Knives,2022,2020,1h 41m,Cinema,+16,Jovens,Outros,Chris Pine,Suspense Mystery,Mistério,Estados Unidos,Amazon Studios,Inglês,0,6.1
tt0099938,Kindergarten Cop,1990,1990,1h 51m,Cinema,+12,Família,Ivan Reitman,Arnold Schwarzenegger,Drama Policial,Comédia de Alto Conceito,Estados Unidos,Imagine Entertainment,Inglês,0,6.2
tt0099472,DuckTales the Movie: Treasure of the Lost Lamp,1990,1990,1h 14m,Cinema,Livre,Família,Outros,Christopher Lloyd,Animação Desenhada à Mão,Busca,França,Walt Disney Pictures,Inglês,0,6.8
tt0100031,Lisa,1990,1990,1h 35m,Cinema,+12,Família,Gary Sherman,Outros,Drama,Terror,Estados Unidos,Outros,Inglês,0,5.9
tt0099832,Impulse,1990,1990,1h 49m,Cinema,+16,Jovens,Outros,Theresa Russell,Crime,Drama,Estados Unidos,Warner Bros,Inglês,0,5.7
tt0099856,The Invisible Maniac,1990,1990,1h 26m,Cinema,+16,Jovens,Adam Rifkin,Outros,Comédia Vulgar,Terror Slasher,Estados Unidos,Outros,Inglês,0,4.3
tt0418689,Flags of Our Fathers,2006,2000,2h 15m,Cinema,+16,Jovens,Clint Eastwood,Ryan Phillippe,Outros,Ação,Estados Unidos,Dreamworks Pictures,Inglês,30,7.1
tt0482546,Miss Potter,2006,2000,1h 28m,Cinema,+10,Família,Outros,Rene Zellweger,Docudrama,Drama de Época,Reino Unido,Phoenix Pictures,Inglês,5,7.0
tt0424908,Copying Beethoven,2006,2000,1h 44m,Cinema,+12,Família,Agnieszka Holland,Ed Harris,Period Drama,Biografia,Reino Unido,Outros,Inglês,5,6.7
tt0425326,Outsourced,2006,2000,1h 43m,Cinema,+12,Família,Outros,Josh Hamilton,Drama no Local de Trabalho,Comédia,Estados Unidos,Outros,Inglês,0,7.0
tt0386741,Renaissance,2006,2000,1h 45m,Cinema,+16,Jovens,Outros,Daniel Craig,Animação Adulta,Ação,França,Odyssey Entertainment,Inglês,0,6.6
tt0468548,The Situation,2006,2000,1h 51m,Cinema,+16,Jovens,Philip Haas,Connie Nielsen,Drama,Guerra,Estados Unidos,Outros,Inglês,0,6.3
tt0393162,Coach Carter,2005,2000,2h 16m,Cinema,+12,Família,Thomas Carter,Samuel L Jackson,Basquete,Docudrama,Estados Unidos,MTV Films,Inglês,15,7.3
tt0418819,Land of the Dead,2005,2000,1h 33m,Cinema,+16,Jovens,George A Romero,John Leguizamo,Comédia Sombria,Terror Zumbi,França,Universal Pictures,Inglês,17,6.2
tt0439478,Boynton Beach Club,2005,2000,1h 45m,Cinema,+16,Jovens,Susan Seidelman,Dyan Cannon,Comédia,Romance,Estados Unidos,Outros,Inglês,0,6.5
tt0361693,Happy Endings,2005,2000,2h 8m,Cinema,+16,Jovens,Outros,Lisa Kudrow,Comédia,Drama,Estados Unidos,Lionsgate,Inglês,0,6.3
tt0376196,Slow Burn,2005,2000,1h 33m,Cinema,+16,Jovens,Outros,Ray Liotta,Drama,Mistério,Estados Unidos,GreeneStreet Films,Inglês,0,5.7
tt0371739,The Zodiac,2005,2000,1h 32m,Cinema,+16,Jovens,Outros,Robin Tunney,Crime Verdadeiro,Crime,Estados Unidos,Myriad Pictures,Inglês,0,5.3
tt0392465,Mozart and the Whale,2005,2000,1h 34m,Cinema,+12,Família,Outros,Josh Hartnett,Comédia,Drama,Estados Unidos,Millennium Films,Inglês,0,6.7
tt0447016,Emmanuel's Gift,2005,2000,1h 20m,Cinema,Livre,Família,Outros,Robin Williams,Documentário,Indefinido,Estados Unidos,Outros,Inglês,0,7.6
tt1291150,Teenage Mutant Ninja Turtles,2014,2010,1h 41m,Cinema,+12,Família,Outros,Megan Fox,Outros,Super-Herói,Estados Unidos,Paramount Pictures,Inglês,11,5.8
tt2713180,Fury,2014,2010,2h 14m,Cinema,+16,Jovens,David Ayer,Brad Pitt,Period Drama,Ação,Estados Unidos,Columbia Pictures,Inglês,23,7.6
tt2278388,The Grand Budapest Hotel,2014,2010,1h 39m,Cinema,+16,Jovens,Wes Anderson,Ralph Fiennes,Golpe / Assalto,Comédia Excêntrica,Estados Unidos,Fox Searchlight Pictures,Inglês,227,8.1
tt3007512,The Water Diviner,2014,2010,1h 51m,Cinema,+16,Jovens,Outros,Russell Crowe,Drama,História,Austrália,Outros,Inglês,15,7.0
tt2517044,The Song,2014,2010,1h 56m,Cinema,+12,Família,Outros,Outros,Drama,Música,Estados Unidos,Outros,Inglês,0,5.9
tt2304459,23 Blast,2014,2010,1h 38m,Cinema,+12,Família,Outros,Stephen Lang,Futebol,Drama,Estados Unidos,Outros,Inglês,0,6.4
tt2049586,Glen Campbell: I'll Be Me,2014,2010,1h 44m,Cinema,+10,Família,James Keach,Outros,Biografia,Documentário,Estados Unidos,Outros,Inglês,13,7.9
tt2929890,In the Name of My Daughter,2014,2010,1h 56m,Cinema,+16,Jovens,Outros,Guillaume Canet,Crime Verdadeiro,Crime,França,Fidlit Films,Francês,0,6.1
tt3230082,The Blue Room,2014,2010,1h 16m,Cinema,+16,Jovens,Outros,Mathieu Amalric,Crime,Drama,França,ARTE,Francês,5,6.3
tt0120855,Tarzan,1999,1990,1h 28m,Cinema,Livre,Família,Chris Buck,Tony Goldwyn,Animação Desenhada à Mão,Aventura na Selva,Estados Unidos,Walt Disney Pictures,Inglês,23,7.3
tt0120601,Being John Malkovich,1999,1990,1h 53m,Cinema,+16,Jovens,Outros,John Cusack,Comédia de Troca de Corpos,Comédia de Alto Conceito,Estados Unidos,Gramercy Pictures I,Inglês,82,7.7
tt0166175,East Is East,1999,1990,1h 36m,Cinema,+16,Jovens,Outros,Om Puri,Sátira,Comédia,Reino Unido,FilmFour,Inglês,14,6.9
tt0162903,Catfish in Black Bean Sauce,1999,1990,1h 59m,Cinema,+12,Família,Outros,Sanaa Lathan,Comédia,Drama,Estados Unidos,Outros,Inglês,0,6.6
tt0173390,Sugar Town,1999,1990,1h 32m,Cinema,+16,Jovens,Allison Anders,Outros,Comédia,Música,Reino Unido,Channel Four Films,Inglês,2,6.1
tt0193253,Jin-Roh: The Wolf Brigade,1999,1990,1h 42m,Cinema,+16,Jovens,Outros,Outros,Animação Adulta,Anime,Japão,Bandai Visual Company,Japonês,2,7.3
tt0164221,Virtual Sexuality,1999,1990,1h 32m,Cinema,+16,Jovens,Outros,Laura Fraser,Comédia Adolescente,Comédia,Reino Unido,Outros,Inglês,0,5.1
tt0139151,Inferno,1999,1990,1h 35m,Cinema,+16,Jovens,John G Avildsen,JeanClaude Van Damme,Ação,Comédia,Estados Unidos,DavisFilms,Inglês,0,5.2
